href,model_id,full_name,year
/showmodel?model=195731,195731,Cognitive and motor cortico-basal ganglia interactions during decision making (Guthrie et al 2013),2013
/showmodel?model=266961,266961,Coincidence detection in MSO principal cells (Goldwyn et al. 2019),2019
/showmodel?model=3434,3434,Coincidence detection in avian brainstem (Simon et al 1999),1999
/showmodel?model=266823,266823,"Coincident glutamatergic depolarization effects on Cl- dynamics (Lombardi et al, 2021)",2021
/showmodel?model=244687,244687,Coincident signals in Olfactory Bulb Granule Cell spines (Aghvami et al 2019),2019
/showmodel?model=225583,225583,"Collection of simulated data from a thalamocortical network model (Glabska, Chintaluri, Wojcik 2017)",2017
/showmodel?model=83521,83521,Combination sensitivity and active conductances (Carlson and Kawasaki 2006),2006
/showmodel?model=266518,266518,"Combining modeling, deep learning for MEA neuron localization, classification (Buccino et al 2018)",2018
/showmodel?model=206310,206310,Comparing correlation responses to motion estimation models (Salazar-Gatzimas et al. 2016),2016
/showmodel?model=167772,167772,Comparison of DA-based Stochastic Algorithms (Pezo et al. 2014),2014
/showmodel?model=127728,127728,Comparison of full and reduced globus pallidus models (Hendrickson 2010),2010
/showmodel?model=245529,245529,Compartmental differences in cAMP signaling pathways in hippocam. CA1 pyr. cells (Luczak et al 2017),2017
/showmodel?model=53435,53435,Compartmental model of a mitral cell (Popovic et al. 2005),2005
/showmodel?model=59582,59582,Compartmental models of growing neurites (Graham and van Ooyen 2004),2004
/showmodel?model=143604,143604,Compartmentalization of GABAergic inhibition by dendritic spines (Chiu et al. 2013),2013
/showmodel?model=149910,149910,Competing oscillator 5-cell circuit and Parameterscape plotting (Gutierrez et al. 2013),2013
/showmodel?model=117459,117459,Competition for AP initiation sites in a circuit controlling simple learning (Cruz et al. 2007),2007
/showmodel?model=143753,143753,Competition model of pheromone ratio detection (Zavada et al. 2011),2011
/showmodel?model=123927,123927,Complex CA1-neuron to study AP initiation (Wimmer et al. 2010),2010
/showmodel?model=262456,262456,"Complex dynamics: reproducing Golgi cell electroresponsiveness (Geminiani et al 2018, 2019ab)",2018
/showmodel?model=147366,147366,Composite spiking network/neural field model of Parkinsons (Kerr et al 2013),2013
/showmodel?model=238347,238347,Comprehensive models of human cortical pyramidal neurons (Eyal et al 2018),2018
/showmodel?model=65412,65412,Computational Model of a Central Pattern Generator (Cataldo et al 2006),2006
/showmodel?model=263585,263585,Computational Modelling of TNFalpha Pathway in Parkinson's Disease (Sasidharakurup et al 2019),2019
/showmodel?model=140881,140881,Computational Surgery (Lytton et al. 2011),2011
/showmodel?model=230861,230861,Computational analysis of NN activity and spatial reach of sharp wave-ripples (Canakci et al 2017),2017
/showmodel?model=82392,82392,Computational aspects of feedback in neural circuits (Maass et al 2006),2006
/showmodel?model=239540,239540,Computational endophenotypes in addiction (Fiore et al 2018),2018
/showmodel?model=243448,243448,Computational model of bladder small DRG neuron soma (Mandge & Manchanda 2018),2018
/showmodel?model=267189,267189,"Computational model of cerebellar tDCS (Zhang et al., 2021)",2021
/showmodel?model=261489,261489,Computational model of the distributed representation of operant reward memory (Costa et al. 2020),2020
/showmodel?model=182129,182129,Computational modeling of gephyrin-dependent inhibitory transsynaptic signaling (Lupascu et al 2020),2020
/showmodel?model=262431,262431,Computational modeling of ultrasonic Subthalamic Nucleus stimulation (Tarnaud et al 2019),2019
/showmodel?model=150804,150804,Computational modelling of channelrhodopsin-2 photocurrent characteristics (Stefanescu et al. 2013),2013
/showmodel?model=119283,119283,Computational neuropharmacology of CA1 pyramidal neuron (Ferrante et al. 2008),2008
/showmodel?model=12631,12631,Computer model of clonazepam's effect in thalamic slice (Lytton 1997),1997
/showmodel?model=195615,195615,Computer models of corticospinal neurons replicate in vitro dynamics (Neymotin et al. 2017),2017
/showmodel?model=113446,113446,Computer simulations of neuron-glia interactions mediated by ion flux (Somjen et al. 2008),2008
/showmodel?model=144560,144560,Computing with neural synchrony (Brette 2012),2012
/showmodel?model=195569,195569,Concentration dependent nonlinear K+ and Cl- leak current (Huang et al. 2015),2015
/showmodel?model=267050,267050,"Conditions for synaptic specificity in maintenance phase of synaptic plasticity (Huertas et al, '22)",None
/showmodel?model=19366,19366,"Conditions of dominant effectiveness of distal dendrites (Korogod, Kulagina 1998)",1998
/showmodel?model=244922,244922,Conductance based model for short term plasticity at CA3-CA1 synapses (Mukunda & Narayanan 2017),2017
/showmodel?model=231105,231105,Conductance-based model of Layer-4 in the barrel cortex (Argaman et Golomb 2017),2017
/showmodel?model=245926,245926,Conductance-based model of rodent thoracic sympathetic postganglionic neuron (McKinnon et al 2019),2019
/showmodel?model=9851,9851,Conduction in uniform myelinated axons (Moore et al 1978),1978
/showmodel?model=144455,144455,Connection-set Algebra (CSA) for the representation of connectivity in NN models (Djurfeldt 2012),2012
/showmodel?model=58172,58172,"Consequences of HERG mutations in the long QT syndrome (Clancy, Rudy 2001)",2001
/showmodel?model=146950,146950,Constructed Tessellated Neuronal Geometries (CTNG) (McDougal et al. 2013),2013
/showmodel?model=83508,83508,Contibutions of input and history to motoneuron output (Powers et al 2005),2005
/showmodel?model=206356,206356,Continuous lateral oscillations as a mechanism for taxis in Drosophila larvae (Wystrach et al 2016),2016
/showmodel?model=129071,129071,Continuous time stochastic model for neurite  branching (van Elburg 2011),2011
/showmodel?model=59581,59581,Continuum model of tubulin-driven neurite elongation (Graham et al 2006),2006
/showmodel?model=114637,114637,Contrast invariance by LGN synaptic depression (Banitt et al. 2007),2007
/showmodel?model=120243,120243,Contribution of ATP-sensitive potassium channels in the neuronal network (Huang et al. 2009),2009
/showmodel?model=241796,241796,Contribution of the axon initial segment to APs recorded extracellularly (Telenczuk et al 2018),2018
/showmodel?model=258643,258643,Control of oscillations and spontaneous firing in dopamine neurons (Rumbell & Kozloski 2019),2019
/showmodel?model=127022,127022,Control of vibrissa motoneuron firing (Harish and Golomb 2010),2010
/showmodel?model=138382,138382,Controlling KCa channels with different Ca2+ buffering models in Purkinje cell (Anwar et al. 2012),2012
/showmodel?model=241979,241979,Convergence regulates synchronization-dependent AP transfer in feedforward NNs (Sailamul et al 2017),2017
/showmodel?model=263193,263193,Cooling reverses pathological spontaneous firing caused by mild traumatic injury (Barlow et al 2018),2018
/showmodel?model=266687,266687,Core respiratory network organization: Insights from optogenetics and modeling (Ausborn et al 2018),2018
/showmodel?model=22203,22203,Correcting space clamp in dendrites (Schaefer et al. 2003 and 2007),2003
/showmodel?model=83528,83528,"Cortex learning models (Weber at al. 2006, Weber and Triesch, 2006, Weber and Wermter 2006/7)",2006
/showmodel?model=206232,206232,Cortex-Basal Ganglia-Thalamus network model (Kumaravelu et al. 2016),2016
/showmodel?model=262046,262046,Cortical Basal Ganglia Network Model during Closed-loop DBS (Fleming et al 2020),2020
/showmodel?model=267033,267033,Cortical Interneuron & Pyramidal Cell Model of Cortical Spreading Depression (Stein & Harris 2022),2022
/showmodel?model=230326,230326,"Cortical Layer 5b pyr. cell with [Na+]i mechanisms, from Hay et al 2011 (Zylbertal et al 2017)",2017
/showmodel?model=239878,239878,Cortical feedback alters visual response properties of dLGN relay cells (Martínez-Cañada et al 2018),2018
/showmodel?model=183014,183014,Cortical model with reinforcement learning drives realistic virtual arm (Dura-Bernal et al 2015),2015
/showmodel?model=52034,52034,Cortical network model of posttraumatic epileptogenesis (Bush et al 1999),1999
/showmodel?model=236306,236306,Cortical oscillations and the basal ganglia (Fountas & Shanahan 2017),2017
/showmodel?model=144372,144372,"Cortical pyramidal neuron, phase response curve (Stiefel et al 2009)",2009
/showmodel?model=261616,261616,Cortico - Basal Ganglia Loop (Mulcahy et al 2020),2020
/showmodel?model=184175,184175,Cortico-striatal plasticity in medium spiny neurons (Gurney et al 2015),2015
/showmodel?model=150697,150697,Crayfish hybrid experimental model (Chung et al. 2015),2015
/showmodel?model=150698,150698,Crayfish hybrid simulation model (Bacque-Cazenave et al. 2014),2014
/showmodel?model=256627,256627,"Criticality,degeneracy in injury-induced changes in primary afferent excitability (Ratte et al 2014)",2014
/showmodel?model=151685,151685,Current Dipole in Laminar Neocortex (Lee et al. 2013),2013
/showmodel?model=9853,9853,Current flow during PAP in squid axon at diameter change (Joyner et al 1980),1980
/showmodel?model=116606,116606,Currents contributing to decision making in neurons B31-B32 of Aplysia (Hurwitz et al. 2008),2008
/showmodel?model=259366,259366,Cycle skipping in ING Type 1 / Type 2 networks (Tikidji-Hamburyan & Canavier 2020),2020
/showmodel?model=147740,147740,Cytoplasmic electric fields and electroosmosis (Andreev 2013),2013
/showmodel?model=98005,98005,D2 dopamine receptor modulation of interneuronal activity (Maurice et al. 2004),2004
/showmodel?model=151460,151460,DBS of a multi-compartment model of subthalamic nucleus projection neurons (Miocinovic et al. 2006),2006
/showmodel?model=206252,206252,DCN fusiform cell (Ceballos et al. 2016),2016
/showmodel?model=267106,267106,"DG adult-born granule cell: nonlinear a5-GABAARs control AP firing (Lodge et al, 2021)",2021
/showmodel?model=3344,3344,DG granule cell: I-A model (Beck et al 1992),1992
/showmodel?model=256632,256632,DRG neuron models investigate how ion channel levels regulate firing properties (Zheng et al 2019),2019
/showmodel?model=267661,267661,"DRG nociceptors from wild-type and Fhf2-KO mice. Fhf2 gene knockout blocks heat nociception. (Marra et al., 2023)",2023
/showmodel?model=151949,151949,"DRt neuron model (Sousa et al., 2014)",2014
/showmodel?model=116957,116957,"Data-driven, HH-type model of the lateral pyloric (LP) cell in the STG (Nowotny et al. 2008)",2008
/showmodel?model=261878,261878,Decoding movement trajectory from simulated grid cell population activity (Bush & Burgess 2019),2019
/showmodel?model=244262,244262,Deconstruction of cortical evoked potentials generated by subthalamic DBS (Kumaravelu et al 2018),2018
/showmodel?model=267589,267589,"Decorrelation in the developing visual thalamus (Tikidji-Hamburyan et al, accepted)",None
/showmodel?model=194883,194883,"Deep belief network learns context dependent behavior (Raudies, Zilli, Hasselmo 2014)",2014
/showmodel?model=169775,169775,Default mode network model (Matsui et al 2014),2014
/showmodel?model=136807,136807,Democratic population decisions result in robust policy-gradient  learning (Richmond et al. 2011),2011
/showmodel?model=3798,3798,"Demyelinated and remyelinating axon conductances (Hines, Shrager 1991)",1991
/showmodel?model=230578,230578,Dendrites enable a robust mechanism for neuronal stimulus selectivity (Caze et al 2017),2017
/showmodel?model=140828,140828,Dendritic Discrimination of Temporal Input Sequences (Branco et al. 2010),2010
/showmodel?model=266851,266851,Dendritic Impedance in Neocortical L5 PT neurons (Kelley et al. 2021),2021
/showmodel?model=19491,19491,Dendritic L-type Ca currents in motoneurons (Carlin et al 2000),2000
/showmodel?model=59480,59480,Dendritic Na inactivation drives a decrease in ISI (Fernandez et al 2005),2005
/showmodel?model=124394,124394,Dendritic Na+ spike initiation and backpropagation of APs in active dendrites (Nevian et al. 2007),2007
/showmodel?model=254217,254217,Dendritic action potentials and computation in human layer 2/3 cortical neurons (Gidon et al 2020),2020
/showmodel?model=260178,260178,Dendritic action potentials and computation in human layer 2/3 cortical neurons (Gidon et al 2020),2020
/showmodel?model=113949,113949,Dendritic processing of excitatory synaptic input in GnRH neurons (Roberts et al. 2006),2006
/showmodel?model=230329,230329,Dendritic properties control energy efficiency of APs in cortical pyramidal cells (Yi et al 2017),2017
/showmodel?model=147218,147218,Dendritic signals command firing dynamics in a Cerebellar Purkinje Cell model (Genet et al. 2010),2010
/showmodel?model=245805,245805,Dendritic spikes enhance stimulus selectivity in cortical neurons in vivo (Smith et al 2013),2013
/showmodel?model=257965,257965,"Dendritic spine geometry, spine apparatus organization: spatiotemporal Ca dynamics (Bell et al 2019)",2019
/showmodel?model=18738,18738,"Dendritic tip geometry effects electrical properties (Tsutsui, Oka 2001)",2001
/showmodel?model=7907,7907,Dendritica (Vetter et al 2001),2001
/showmodel?model=144385,144385,Dendro-dendritic synaptic circuit (Shepherd Brayton 1979),1979
/showmodel?model=3801,3801,Dentate Basket Cell: spatial summation of inhibitory synaptic inputs (Bartos et al 2001),2001
/showmodel?model=124291,124291,Dentate Gyrus Feed-forward inhibition (Ferrante et al. 2009),2009
/showmodel?model=206372,206372,Dentate Gyrus model including Granule cells with dendritic compartments (Chavlis et al 2017),2017
/showmodel?model=169240,169240,"Dentate granule cell: mAHP & sAHP; SK & Kv7/M channels (Mateos-Aparicio et al., 2014)",2014
/showmodel?model=124513,124513,"Dentate gyrus (Morgan et al. 2007, 2008, Santhakumar et al. 2005, Dyhrfjeld-Johnsen et al. 2007)",2007
/showmodel?model=116740,116740,Dentate gyrus granule cell: calcium and calcium-dependent conductances (Aradi and Holmes 1999),1999
/showmodel?model=95960,95960,Dentate gyrus granule cell: subthreshold signal processing (Schmidt-Hieber et al. 2007),2007
/showmodel?model=51781,51781,Dentate gyrus network model (Santhakumar et al 2005),2005
/showmodel?model=155568,155568,Dentate gyrus network model (Tejada et al 2014),2014
/showmodel?model=185355,185355,Dentate gyrus network model pattern separation and granule cell scaling in epilepsy (Yim et al 2015),2015
/showmodel?model=247657,247657,Dependence of neuronal firing on astroglial membrane transport mechanisms (Oyehaug et al 2012),2012
/showmodel?model=267311,267311,Depolarization Enhacement of Dendritic Spike Propagation (Bock et al 2022),2022
/showmodel?model=185090,185090,Detailed analysis of trajectories in the Morris water maze (Gehring et al. 2015),2015
/showmodel?model=140789,140789,Detailed passive cable model of Dentate Gyrus Basket Cells (Norenberg et al. 2010),2010
/showmodel?model=97903,97903,Determinants of fast calcium dynamics in dendritic spines and dendrites (Cornelisse et al. 2007),2007
/showmodel?model=244599,244599,Determinants of the intracellular and extracellular waveforms in DA neurons (Lopez-Jury et al 2018),2018
/showmodel?model=125683,125683,Deterministic chaos in a mathematical model of a snail neuron (Komendantov and Kononenko 1996),1996
/showmodel?model=262465,262465,Development and Binocular Matching of Orientation Selectivity in Visual Cortex (Xu et al 2020),2020
/showmodel?model=231392,231392,Development of modular activity of grid cells (Urdapilleta et al 2017),2017
/showmodel?model=147929,147929,"Development of orientation-selective simple cell receptive fields (Rishikesh and Venkatesh, 2003)",2003
/showmodel?model=267009,267009,"Diameter, Myelination and Na/K pump interactions affect axonal resilience to high frequency spiking",None
/showmodel?model=64167,64167,Dichotomy of action-potential backpropagation in CA1 pyramidal neuron dendrites (Golding et al 2001),2001
/showmodel?model=79471,79471,Differences between type A and B photoreceptors (Blackwell 2006),2006
/showmodel?model=229580,229580,Different roles for inhibition in the rhythm-generating respiratory network (Harris et al 2017),2017
/showmodel?model=236439,236439,Differential interactions between Notch and ID factors control neurogenesis (Boareto et al 2017),2017
/showmodel?model=84612,84612,Differential modulation of pattern and rate in a dopamine neuron model (Canavier and Landry 2006),2006
/showmodel?model=183371,183371,Diffusive homeostasis in a spiking network model (Sweeney et al. 2015),2015
/showmodel?model=232094,232094,Dipolar extracellular potentials generated by axonal projections (McColgan et al 2017),2017
/showmodel?model=140599,140599,"Dipole Localization Kit (Mechler & Victor, 2012)",2012
/showmodel?model=147460,147460,"Direct recruitment of S1 pyramidal cells and interneurons via ICMS (Overstreet et al., 2013)",2013
/showmodel?model=183949,183949,Discharge hysteresis in motoneurons (Powers & Heckman 2015),2015
/showmodel?model=53437,53437,Discrete event simulation in the NEURON environment (Hines and Carnevale 2004),2004
/showmodel?model=227318,227318,Discrimination on behavioral time-scales mediated by reaction-diffusion in dendrites (Bhalla 2017),2017
/showmodel?model=243508,243508,Disentangling astroglial physiology with a realistic cell model in silico (Savtchenko et al 2018),2018
/showmodel?model=266552,266552,Disrupted information processing in Fmr1-KO mouse layer 4 barrel cortex (Domanski et al 2019),2019
/showmodel?model=167499,167499,"Distal inhibitory control of sensory-evoked excitation (Egger, Schmitt et al. 2015)",2015
/showmodel?model=229750,229750,Distance-dependent inhibition in the hippocampus (Strüber et al. 2017),2017
/showmodel?model=222726,222726,Distance-dependent synaptic strength in CA1 pyramidal neurons (Menon et al. 2013),2013
/showmodel?model=223649,223649,Distinct current modules shape cellular dynamics in model neurons (Alturki et al 2016),2016
/showmodel?model=259732,259732,Distinct integration properties of noisy inputs in active dendritic subunits (Poleg-Polsky 2019),2019
/showmodel?model=150067,150067,"Distributed cerebellar plasticity implements adaptable gain control (Garrido et al., 2013)",2013
/showmodel?model=82891,82891,"Distributed computing tool for NEURON, NEURONPM (screensaver) (Calin-Jageman and Katz 2006)",2006
/showmodel?model=113459,113459,Distributed representation of perceptual categories in the auditory cortex (Kim and Bao 2008),2008
/showmodel?model=149913,149913,Distributed synaptic plasticity and spike timing (Garrido et al. 2013),2013
/showmodel?model=267295,267295,"Distributed working memory in large-scale macaque brain model (Mejias and Wang, 2022)",2022
/showmodel?model=154968,154968,Dopamine activation of signaling pathways in a medium spiny projection neuron (Oliveira et al. 2012),2012
/showmodel?model=226010,226010,Dopamine neuron of the vent. periaqu. gray and dors. raphe nucleus (vlPAG/DRN) (Dougalis et al 2017),2017
/showmodel?model=128818,128818,"Dopamine-modulated medium spiny neuron, reduced model (Humphries et al. 2009)",2009
/showmodel?model=64285,64285,Dopaminergic cell bursting model (Kuznetsov et al 2006),2006
/showmodel?model=245427,245427,Dopaminergic subtantia nigra neuron (Moubarak et al 2019),2019
/showmodel?model=267728,267728,Dorsal Column Fiber Stimulation model (Gilbert et al. 2022),2022
/showmodel?model=51022,51022,"Dorsal root ganglion (DRG) neuronal model (Amir, Devor 2003)",2003
/showmodel?model=140038,140038,Dorsal root ganglion (DRG) neuronal model (Kovalsky et al. 2009),2009
/showmodel?model=190261,190261,Dorsal root ganglion (primary somatosensory) neurons (Rho & Prescott 2012),2012
/showmodel?model=185334,185334,"Double boundary value problem (A. Bose and J.E. Rubin, 2015)",2015
/showmodel?model=260967,260967,Double cable myelinated axon (Layer 5 pyramidal neuron; Cohen et al 2020),2020
/showmodel?model=152028,152028,Drosophila 3rd instar larval aCC motoneuron (Gunay et al. 2015),2015
/showmodel?model=239435,239435,Drosophila T4 neuron (Gruntman et al 2018),2018
/showmodel?model=263196,263196,Drosophila circadian clock neurone model of essential tremor (Smith et al 2018),2018
/showmodel?model=263199,263199,Drosophila lateral ventral clock neuron (LNV) model (Smith et al 2019),2019
/showmodel?model=118662,118662,Drosophila projection neuron electrotonic structure (Gouwens and Wilson 2009),2009
/showmodel?model=144509,144509,Duration-tuned neurons from the inferior colliculus of the big brown bat (Aubie et al. 2009),2009
/showmodel?model=144511,144511,Duration-tuned neurons from the inferior colliculus of vertebrates (Aubie et al. 2012),2012
/showmodel?model=239161,239161,DynaSim: a MATLAB toolbox for neural modeling and simulation (Sherfey et al 2018),2018
/showmodel?model=150806,150806,Dynamic cortical interlaminar interactions (Carracedo et al. 2013),2013
/showmodel?model=79488,79488,"Dynamic dopamine modulation in the basal ganglia: Learning in Parkinson (Frank et al 2004,2005)",2004
/showmodel?model=266526,266526,Dynamical assessment of ion channels during in vivo-like states (Guet-McCreight & Skinner 2020),2020
/showmodel?model=64296,64296,"Dynamical model of olfactory bulb mitral cell  (Rubin, Cleland 2006)",2006
/showmodel?model=257631,257631,Dynamical patterns underlying response properties of cortical circuits (Keane et al 2018),2018
/showmodel?model=263956,263956,"Dynamics in random NNs with multiple neuron subtypes (Pena et al 2018, Tomov et al 2014, 2016)",2018
/showmodel?model=267073,267073,Dynamics of ERK signaling pathways during L-LTP induction(Miningou et al 2021),2021
/showmodel?model=116123,116123,Dynamics of Spike Initiation (Prescott et al. 2008),2008
/showmodel?model=267093,267093,"Dynamics of ramping bursts in a respiratory pre-Botzinger Complex model (Abdulla et al, 2021)",2021
/showmodel?model=258478,258478,Dynamics of sleep oscillations coupled to brain temperature on multiple scales (Csernai et al 2019),2019
/showmodel?model=266954,266954,"E-I balance modulates formation and dynamics of neuronal assemblies (Sadeh and Clopath, 2021)",2021
/showmodel?model=266770,266770,E-I-E direction-selective motion discrimination visual cortex traveling waves (Heitmann et al 2020),2020
/showmodel?model=267596,267596,"ELL Medium Ganglion Cell (Mormyrid fish) (Muller et al, accepted)",None
/showmodel?model=259261,259261,ELL Medium Ganglion cell (Muller et al 2019),2019
/showmodel?model=168590,168590,ELL pyramidal neuron (Simmonds and Chacron 2014),2014
/showmodel?model=100603,100603,ERG current in repolarizing plateau potentials in dopamine neurons (Canavier et al 2007),2007
/showmodel?model=170030,170030,Early-onset epileptic encephalopathy (Miceli et al. 2015),2015
/showmodel?model=206405,206405,"Earthworm medial giant fiber conduction velocity across electrical synapses (Heller, Crisp 2016)",2016
/showmodel?model=261877,261877,Effect of circuit structure on odor representation in insect olfaction (Rajagopalan & Assisi 2020),2020
/showmodel?model=240382,240382,Effect of cortical D1 receptor sensitivity on working memory maintenance (Reneaux & Gupta 2018),2018
/showmodel?model=225311,225311,Effect of ionic diffusion on extracellular potentials (Halnes et al 2016),2016
/showmodel?model=181032,181032,Effect of polysynaptic facilitaiton between piriform-hippocampal network stages (Trieu et al 2015),2015
/showmodel?model=105528,105528,Effect of riluzole on action potential in cultured human skeletal muscle cells (Wang YJ et al. 2008),2008
/showmodel?model=114108,114108,Effect of slowly inactivating IKdr to delayed firing of action potentials (Wu et al. 2008),2008
/showmodel?model=157339,157339,Effect of the initial synaptic state on the probability to induce LTP and LTD (Migliore et al. 2015),2015
/showmodel?model=137263,137263,Effect of trp-like current on APs during exposure to sinusoidal voltage (Chen et al. 2010),2010
/showmodel?model=123453,123453,Effect of voltage sensitive fluorescent proteins on neuronal excitability (Akemann et al. 2009),2009
/showmodel?model=42037,42037,Effects of Acetyl-L-carnitine on neural transmission (Lombardo et al 2004),2004
/showmodel?model=148253,148253,Effects of Chloride accumulation and diffusion on GABAergic transmission (Jedlicka et al 2011),2011
/showmodel?model=267508,267508,Effects of Dopamine Modulation and KIR Inactivation in NAc Medium Spiny Neurons (Steephen 2011),2011
/showmodel?model=237323,237323,Effects of Guanfacine and Phenylephrine on a model of working memory (Duggins et al 2017),2017
/showmodel?model=121060,121060,Effects of KIR current inactivation in NAc Medium Spiny Neurons (Steephen and Manchanda 2009),2009
/showmodel?model=190559,190559,Effects of electric fields on cognitive functions (Migliore et al 2016),2016
/showmodel?model=143253,143253,Effects of eugenol on the firing of action potentials in NG108-15 neurons (Huang et al. 2011),2011
/showmodel?model=151126,151126,Effects of increasing CREB on storage and recall processes in a CA1 network (Bianchi et al. 2014),2014
/showmodel?model=185123,185123,Effects of neural morphology on global and focal NMDA-spikes (Poleg-Polsky 2015),2015
/showmodel?model=168414,168414,Effects of spinal cord stimulation on WDR dorsal horn network (Zhang et al 2014),2014
/showmodel?model=116981,116981,Effects of synaptic location and timing on synaptic integration (Rall 1964),1964
/showmodel?model=143114,143114,Effects of the membrane AHP on the Lateral Superior Olive (LSO) (Zhou & Colburn 2010),2010
/showmodel?model=114451,114451,Efffect of propofol on potassium current in cardiac H9c2 cells (Liu et al. 2008),2008
/showmodel?model=18197,18197,Efficient Method for Computing Synaptic Conductance (Destexhe et al 1994),1994
/showmodel?model=93390,93390,Efficient estimation of detailed single-neuron models (Huys et al. 2006),2006
/showmodel?model=142062,142062,Efficient simulation environment for modeling large-scale cortical processing (Richert et al. 2011),2011
/showmodel?model=267018,267018,"Efficient simulation of 3D reaction-diffusion in models of neurons (McDougal et al, 2022)",2022
/showmodel?model=232855,232855,Electrical activity of the suprachiasmatic nuclei (Stinchcombe et al. 2017),2017
/showmodel?model=266488,266488,Electrical compartmentalization in neurons (Wybo et al 2019),2019
/showmodel?model=120910,120910,Electrically-coupled Retzius neurons (Vazquez et al. 2009),2009
/showmodel?model=263705,263705,Electrodecrements in in vitro model of infantile spasms (Traub et al 2020),2020
/showmodel?model=151945,151945,Electrodiffusive astrocytic and extracellular ion concentration dynamics model (Halnes et al. 2013),2013
/showmodel?model=154096,154096,Electrostimulation to reduce synaptic scaling driven progression of Alzheimers (Rowan et al. 2014),2014
/showmodel?model=236310,236310,Electrotonic transform and EPSCs for WT and Q175+/- spiny projection neurons (Goodliffe et al 2018),2018
/showmodel?model=102871,102871,Elementary mechanisms producing facilitation of Cav2.1 (P/Q-type) channels,None
/showmodel?model=150211,150211,"Emergence of Connectivity Motifs in Networks of Model Neurons (Vasilaki, Giugliano 2014)",2014
/showmodel?model=138379,138379,Emergence of physiological oscillation frequencies in neocortex simulations (Neymotin et al. 2011),2011
/showmodel?model=263711,263711,Emergence of spatiotemporal sequences in spiking neuronal networks (Spreizer et al 2019),2019
/showmodel?model=18871,18871,"Emergent properties of networks of biological signaling pathways (Bhalla, Iyengar 1999)",1999
/showmodel?model=126371,126371,Encoding and discrimination of vowel-like sounds (Tan and Carney 2005),2005
/showmodel?model=123815,123815,Encoding and retrieval in a model of the hippocampal CA1 microcircuit (Cutsuridis et al. 2009),2009
/showmodel?model=187605,187605,Endocannabinoid dynamics gate spike-timing dependent depression and potentiation (Cui et al 2016),2016
/showmodel?model=91899,91899,Endothelin action on pituitary latotrophs (Bertram et al. 2006),2006
/showmodel?model=262114,262114,Energy-efficient information transfer at thalamocortical synapses (Harris et al 2019),2019
/showmodel?model=141273,141273,Engaging distinct oscillatory neocortical circuits (Vierling-Claassen et al. 2010),2010
/showmodel?model=34163,34163,Enhanced Excitability in Hermissenda: modulation by 5-HT (Cai et al 2003),2003
/showmodel?model=185328,185328,Enhancing the HH eqs: simulations based on the first publication in Biophys J (Moore 2015),2015
/showmodel?model=266555,266555,Entrainment and divisive inhibition in a neocortical neural mass model  (Papasavvas et al 2020),2020
/showmodel?model=183948,183948,Ephaptic coupling in passive cable and MSO neuron models  (Goldwyn & Rinzel 2016),2016
/showmodel?model=3676,3676,Ephaptic interactions in olfactory nerve (Bokil et al 2001),2001
/showmodel?model=124392,124392,Epilepsy may be caused by very small functional changes in ion channels (Thomas et al. 2009),2009
/showmodel?model=144010,144010,Epileptic seizure model with Morris-Lecar neurons (Beverlin and Netoff 2011),2011
/showmodel?model=245415,245415,Escape response latency in the Giant Fiber System of Drosophila melanogastor (Augustin et al 2019),2019
/showmodel?model=2001735,2001735,Estimating the effects of slicing on the electrophysiological properties of spinal motoneurons under normal and disease conditions (Mousa and Elbasiouny 2021),2021
/showmodel?model=3167,3167,Estimation and Production of Time Intervals (Migliore et al 2001),2001
/showmodel?model=184141,184141,Estimation of conductance in a conductance-based model of quadratic type (Vich & Guillamon 2015),2015
/showmodel?model=263034,263034,Evaluation of passive component of propagating AP in mossy fiber axons (Ohura & Kamiya 2018),2018
/showmodel?model=118195,118195,Evaluation of stochastic diff. eq. approximation of ion channel gating models (Bruce 2009),2009
/showmodel?model=140964,140964,Event-related simulation of neural processing in complex visual scenes (Mihalas et al. 2011),2011
/showmodel?model=239103,239103,Evolving simple models of diverse dynamics in hippocampal neuron types (Venkadesh et al 2018),2018
/showmodel?model=267382,267382,Exact mean-field models for Izhikevich networks (Chen and Campbell 2022),2022
/showmodel?model=184491,184491,Excessive beta oscillations in Parkinson's disease (Pavlides et al. 2015),2015
/showmodel?model=206380,206380,"Excitability of DA neurons and their regulation by synaptic input (Morozova et al. 2016a, 2016b)",2016
/showmodel?model=117207,117207,Excitability of PFC Basal Dendrites (Acker and Antic 2009),2009
/showmodel?model=62266,62266,Excitability of the soma in central nervous system neurons (Safronov et al 2000),2000
/showmodel?model=266498,266498,"Excitation Properties of Computational Models of Unmyelinated Peripheral Axons (Pelot et al., 2021)",2021
/showmodel?model=62286,62286,Excitation-contraction coupling in an integrative heart cell model (Greenstein et al 2006),2006
/showmodel?model=105383,105383,Excitation-contraction coupling/mitochondrial energetics (ECME) model (Cortassa et al. 2006),2006
/showmodel?model=76879,76879,Excitatory and inhibitory interactions in populations of model neurons (Wilson and Cowan 1972),1972
/showmodel?model=253624,253624,Excitatory and inhibitory population activity (Bittner et al 2017) (Litwin-Kumar & Doiron 2017),2017
/showmodel?model=151404,151404,Excitatory synaptic interactions in pyramidal neuron dendrites (Behabadi et al. 2012),2012
/showmodel?model=244384,244384,Excitotoxic loss of dopaminergic cells in PD (Muddapu et al 2019),2019
